59981d7b0cbccf06255d4b89,"कम होना
",abate,1
59981d7b0cbccf06255d4b8a,त्याग,abdication,2
59981d7b0cbccf06255d4b8b,उकसाना,abet,3
59981d7b0cbccf06255d4b8c,"निष्क्रयता
",abeyance,4
59981d7b0cbccf06255d4b8d,पालन,abidance,5
59981d7b0cbccf06255d4b8e,अधम,abject,6
59981d7b0cbccf06255d4b8f,त्यागना,abjure,7
59981d7b0cbccf06255d4b90,रगड़ना,abrade,8
59981d7b0cbccf06255d4b91,अभिनिषेध करना,abrogate,9
59981d7b0cbccf06255d4b92,कर्कश,absonant,10
59981d7b0cbccf06255d4b93,अव्यक्त,abstruse,11
59981d7b0cbccf06255d4b94,सीमा पर एकत्रित होना,abut,12
59981d7b0cbccf06255d4b95,अनुपजाऊ,acarpous,13
59981d7b0cbccf06255d4b96,सम्मान,accolade,14
59981d7b0cbccf06255d4b97,एक साथ वृद्धि,accretion,15
59981d7b0cbccf06255d4b98,धिक्कारना,admonish,16
59981d7b0cbccf06255d4b99,मनुहार,adulation,17
59981d7b0cbccf06255d4b9a,मिलनसार,affable,18
59981d7b0cbccf06255d4b9b,सगाई,affiance,19
59981d7b0cbccf06255d4b9c,प्रज्ञ,afterwise,20
59981d7b0cbccf06255d4b9d,भागों का जुड़ना,agglutination,21
59981d7b0cbccf06255d4b9e,"उत्सुक


",agog,22
59981d7b0cbccf06255d4b9f,मुसीबत,ail,23
59981d7b0cbccf06255d4ba0,तत्परता,alacrity,24
59981d7b0cbccf06255d4ba1,निष्ठा,allegiance,25
59981d7b0cbccf06255d4ba2,परोपकार,altruism,26
59981d7b0cbccf06255d4ba3,मिला हुआ,amalgamate,27
59981d7b0cbccf06255d4ba4,द्विहत्थी,ambidextrous,28
59981d7b0cbccf06255d4ba5,अस्पष्ट,ambiguous,29
59981d7b0cbccf06255d4ba6,द्वयर्थक,ambivalent ,30
59981d7b0cbccf06255d4ba7,चलन,ambulatory,31
59981d7b0cbccf06255d4ba8,छिपकर आक्रमण,ambuscade,32
59981d7b0cbccf06255d4ba9,सुधारना,ameliorate,33
59981d7b0cbccf06255d4baa,"विनम्र

",amenable,34
59981d7b0cbccf06255d4bab,ऋण चुकाना,amortize,35
59981d7b0cbccf06255d4bac,कालभ्रम,anachronism,36
59981d7b0cbccf06255d4bad,वर्षक्रमिक इतिहास,annals,37
59981d7b0cbccf06255d4bae,विरोधात्मक,antithetical,38
59981d7b0cbccf06255d4baf,संतुलन,aplomb,39
59981d7b0cbccf06255d4bb0,शंकायुक्त,apocryphal,40
59981d7b0cbccf06255d4bb1,स्वधर्मत्यागी,apostate,41
59981d7b0cbccf06255d4bb2,गुणगान,apotheosis,42
59981d7b0cbccf06255d4bb3,पद,appellation,43
59981d7b0cbccf06255d4bb4,"सूचना देना
",apprise,44
59981d7b0cbccf06255d4bb5,अनुमोदन,approbation,45
59981d7b0cbccf06255d4bb6,उपयुक्त,appropriate,46
59981d7b0cbccf06255d4bb7,अनुरूप,apropos,47
59981d7b0cbccf06255d4bb8,उपयुक्त,apt,48
59981d7b0cbccf06255d4bb9,अति-काल्‍पनिक,arabesque,49
59981d7b0cbccf06255d4bba,वृक्ष-संबंधी,arboreal,50
59981d7b0cbccf06255d4bbb,उत्सुकता,ardor,51
59981d7b0cbccf06255d4bbc,कठबोली,argot,52
59981d7b0cbccf06255d4bbd,कुख्यात,arrant,53
59981d7b0cbccf06255d4bbe,हथियाना,arrogate,54
59981d7b0cbccf06255d4bbf,तपस्वी,ascetic,55
59981d7b0cbccf06255d4bc0,कारण बताना,ascribe,56
59981d7b0cbccf06255d4bc1,सड़न रोकनेवाला,aseptic,57
59981d7b0cbccf06255d4bc2,"तीव्रता
",asperity,58
59981d7b0cbccf06255d4bc3,कलंक,aspersion,59
59981d7b0cbccf06255d4bc4,शपथपूर्वक कहना,asseverate,60
59981d7b0cbccf06255d4bc5,परिश्रमी,assiduous,61
59981d7b0cbccf06255d4bc6,शांत करना,assuage,62
59981d7b0cbccf06255d4bc7,"कटू
",astringent,63
59981d7b0cbccf06255d4bc8,प्रायश्चित करना,atonement,64
59981d7b0cbccf06255d4bc9,कम होना,attenuate,65
59981d7b0cbccf06255d4bca,लय में करना,attune,66
59981d7b0cbccf06255d4bcb,भविष्यवाणी,augury,67
59981d7b0cbccf06255d4bcc,"प्रतापी
",august,68
59981d7b0cbccf06255d4bcd,सीधा-सादा,austere,69
59981d7b0cbccf06255d4bce,धन का लालच,avarice,70
59981d7b0cbccf06255d4bcf,अवतार,avatar,71
59981d7b0cbccf06255d4bd0,सिद्ध करना,aver,72
59981d7b0cbccf06255d4bd1,घृणा,aversion,73
59981d7b0cbccf06255d4bd2,उत्सुक,avid,74
59981d7b0cbccf06255d4bd3,खुलकर कहना,avow,75
59981d7b0cbccf06255d4bd4,टेढ़ा,awry,76
59981d7b0cbccf06255d4bd5,स्वयंसिद्ध,axiom,77
59981d7b0cbccf06255d4bd6,शराबी,bacchanalian,78
59981d7b0cbccf06255d4bd7,हानिकारक,baleful,79
59981d7b0cbccf06255d4bd8,भारी गोला-बारी,barrage,80
59981d7b0cbccf06255d4bd9,बंजर,barren,81
59981d7b0cbccf06255d4bda,भड़कीले कपड़े पहनना,bedizen,82
59981d7b0cbccf06255d4bdb,पीटना,belabour,83
59981d7b0cbccf06255d4bdc,झुठलाना,belie,84
59981d7b0cbccf06255d4bdd,लड़ाकू,bellicose,85
59981d7b0cbccf06255d4bde,युद्धरत,belligerent,86
59981d7b0cbccf06255d4bdf,आशीर्वाद,benediction,87
59981d7b0cbccf06255d4be0,भलाई,benevolence,88
59981d7b0cbccf06255d4be1,वसीयत,bequest,89
59981d7b0cbccf06255d4be2,गाली देना,berate,90
59981d7b0cbccf06255d4be3,"वंचित होना
",bereft,91
59981d7b0cbccf06255d4be4,घेर लेना,beset,92
59981d7b0cbccf06255d4be5,बकवास,bilge,93
59981d7b0cbccf06255d4be6,"मदनोत्सव
",binge,94
59981d7b0cbccf06255d4be7,चोचला,blandishment,95
59981d7b0cbccf06255d4be8,ज़िंदादिल,blithe,96
59981d7b0cbccf06255d4be9,अशिष्ट,boorish,97
59981d7b0cbccf06255d4bea,बेशर्म,brazen,98
59981d7b0cbccf06255d4beb,विषय छेड़ना,broach,99
59981d7b0cbccf06255d4bec,नदी,brook,100
59981d7b0cbccf06255d4bed,ग्राम्य,bucolic,101
59981d7b0cbccf06255d4bee,उभरना,burgeon,102
59981d7b0cbccf06255d4bef,चमकना,burnish,103
59981d7b0cbccf06255d4bf0,गुप्तदल,cabal,104
59981d7b0cbccf06255d4bf1,शोर,cacophony,105
59981d7b0cbccf06255d4bf2,ताल,cadence,106
59981d7b0cbccf06255d4bf3,भीख मांगना,cadge,107
59981d7b0cbccf06255d4bf4,ख़ुशामद करना,cajole,108
59981d7b0cbccf06255d4bf5,कड़ा हो जाना,calcify,109
59981d7b0cbccf06255d4bf6,नली का व्यास,calipers,110
59981d7b0cbccf06255d4bf7,अनुभवहीन,callow,111
59981d7b0cbccf06255d4bf8,"झूठा अभियोग
",calumny,112
